0.3125 0.0625 -0.0625
0.4375 0.0625 -0.0625
0.4375 0.0625 -0.1875
0.3125 0.0625 -0.1875
0.3125 0.1875 -0.1875
0.4375 0.1875 -0.1875
0.4375 0.1875 -0.3125
0.3125 0.1875 -0.3125
0.3125 0.0625 -0.3125
0.4375 0.0625 -0.3125
0.4375 0.0625 -0.4375
0.3125 0.0625 -0.4375
0.3125 0.1875 -0.4375
0.4375 0.1875 -0.4375
0.4375 0.3125 -0.4375
0.4375 0.4375 -0.4375
0.4375 0.4375 -0.3125
0.4375 0.3125 -0.3125
0.3125 0.3125 -0.3125
0.3125 0.4375 -0.3125
0.3125 0.4375 -0.4375
0.3125 0.3125 -0.4375
0.1875 0.3125 -0.4375
0.1875 0.4375 -0.4375
0.1875 0.4375 -0.3125
0.1875 0.3125 -0.3125
0.0625 0.3125 -0.3125
0.0625 0.4375 -0.3125
0.0625 0.4375 -0.4375
0.0625 0.3125 -0.4375
0.0625 0.1875 -0.4375
0.1875 0.1875 -0.4375
0.1875 0.0625 -0.4375
0.0625 0.0625 -0.4375
0.0625 0.0625 -0.3125
0.1875 0.0625 -0.3125
0.1875 0.1875 -0.3125
0.0625 0.1875 -0.3125
0.0625 0.1875 -0.1875
0.1875 0.1875 -0.1875
0.1875 0.0625 -0.1875
0.0625 0.0625 -0.1875
0.0625 0.0625 -0.0625
0.1875 0.0625 -0.0625
0.1875 0.1875 -0.0625
0.0625 0.1875 -0.0625
0.0625 0.3125 -0.0625
0.0625 0.3125 -0.1875
0.1875 0.3125 -0.1875
0.1875 0.3125 -0.0625
0.1875 0.4375 -0.0625
0.1875 0.4375 -0.1875
0.0625 0.4375 -0.1875
0.0625 0.4375 -0.0625
-0.0625 0.4375 -0.0625
-0.0625 0.4375 -0.1875
-0.1875 0.4375 -0.1875
-0.1875 0.4375 -0.0625
-0.1875 0.3125 -0.0625
-0.1875 0.3125 -0.1875
-0.0625 0.3125 -0.1875
-0.0625 0.3125 -0.0625
-0.0625 0.1875 -0.0625
-0.1875 0.1875 -0.0625
-0.1875 0.0625 -0.0625
-0.0625 0.0625 -0.0625
-0.0625 0.0625 -0.1875
-0.1875 0.0625 -0.1875
-0.1875 0.1875 -0.1875
-0.0625 0.1875 -0.1875
-0.0625 0.1875 -0.3125
-0.1875 0.1875 -0.3125
-0.1875 0.0625 -0.3125
-0.0625 0.0625 -0.3125
-0.0625 0.0625 -0.4375
-0.1875 0.0625 -0.4375
-0.1875 0.1875 -0.4375
-0.0625 0.1875 -0.4375
-0.0625 0.3125 -0.4375
-0.0625 0.4375 -0.4375
-0.0625 0.4375 -0.3125
-0.0625 0.3125 -0.3125
-0.1875 0.3125 -0.3125
-0.1875 0.4375 -0.3125
-0.1875 0.4375 -0.4375
-0.1875 0.3125 -0.4375
-0.3125 0.3125 -0.4375
-0.3125 0.4375 -0.4375
-0.3125 0.4375 -0.3125
-0.3125 0.3125 -0.3125
-0.4375 0.3125 -0.3125
-0.4375 0.4375 -0.3125
-0.4375 0.4375 -0.4375
-0.4375 0.3125 -0.4375
-0.4375 0.1875 -0.4375
-0.3125 0.1875 -0.4375
-0.3125 0.0625 -0.4375
-0.4375 0.0625 -0.4375
-0.4375 0.0625 -0.3125
-0.3125 0.0625 -0.3125
-0.3125 0.1875 -0.3125
-0.4375 0.1875 -0.3125
-0.4375 0.1875 -0.1875
-0.3125 0.1875 -0.1875
-0.3125 0.0625 -0.1875
-0.4375 0.0625 -0.1875
-0.4375 0.0625 -0.0625
-0.3125 0.0625 -0.0625
-0.3125 0.1875 -0.0625
-0.4375 0.1875 -0.0625
-0.4375 0.3125 -0.0625
-0.4375 0.3125 -0.1875
-0.3125 0.3125 -0.1875
-0.3125 0.3125 -0.0625
-0.3125 0.4375 -0.0625
-0.3125 0.4375 -0.1875
-0.4375 0.4375 -0.1875
-0.4375 0.4375 -0.0625
-0.4375 0.4375 0.0625
-0.3125 0.4375 0.0625
-0.3125 0.3125 0.0625
-0.4375 0.3125 0.0625
-0.4375 0.3125 0.1875
-0.3125 0.3125 0.1875
-0.3125 0.4375 0.1875
-0.4375 0.4375 0.1875
-0.4375 0.4375 0.3125
-0.4375 0.3125 0.3125
-0.4375 0.3125 0.4375
-0.4375 0.4375 0.4375
-0.3125 0.4375 0.4375
-0.3125 0.3125 0.4375
-0.3125 0.3125 0.3125
-0.3125 0.4375 0.3125
-0.1875 0.4375 0.3125
-0.1875 0.3125 0.3125
-0.1875 0.3125 0.4375
-0.1875 0.4375 0.4375
-0.0625 0.4375 0.4375
-0.0625 0.3125 0.4375
-0.0625 0.3125 0.3125
-0.0625 0.4375 0.3125
-0.0625 0.4375 0.1875
-0.0625 0.4375 0.0625
-0.1875 0.4375 0.0625
-0.1875 0.4375 0.1875
-0.1875 0.3125 0.1875
-0.1875 0.3125 0.0625
-0.0625 0.3125 0.0625
-0.0625 0.3125 0.1875
-0.0625 0.1875 0.1875
-0.0625 0.1875 0.0625
-0.1875 0.1875 0.0625
-0.1875 0.1875 0.1875
-0.1875 0.0625 0.1875
-0.1875 0.0625 0.0625
-0.0625 0.0625 0.0625
-0.0625 0.0625 0.1875
-0.0625 0.0625 0.3125
-0.0625 0.1875 0.3125
-0.0625 0.1875 0.4375
-0.0625 0.0625 0.4375
-0.1875 0.0625 0.4375
-0.1875 0.1875 0.4375
-0.1875 0.1875 0.3125
-0.1875 0.0625 0.3125
-0.3125 0.0625 0.3125
-0.3125 0.1875 0.3125
-0.3125 0.1875 0.4375
-0.3125 0.0625 0.4375
-0.4375 0.0625 0.4375
-0.4375 0.1875 0.4375
-0.4375 0.1875 0.3125
-0.4375 0.0625 0.3125
-0.4375 0.0625 0.1875
-0.3125 0.0625 0.1875
-0.3125 0.1875 0.1875
-0.4375 0.1875 0.1875
-0.4375 0.1875 0.0625
-0.3125 0.1875 0.0625
-0.3125 0.0625 0.0625
-0.4375 0.0625 0.0625
-0.4375 -0.0625 0.0625
-0.3125 -0.0625 0.0625
-0.3125 -0.1875 0.0625
-0.4375 -0.1875 0.0625
-0.4375 -0.1875 0.1875
-0.3125 -0.1875 0.1875
-0.3125 -0.0625 0.1875
-0.4375 -0.0625 0.1875
-0.4375 -0.0625 0.3125
-0.4375 -0.1875 0.3125
-0.4375 -0.1875 0.4375
-0.4375 -0.0625 0.4375
-0.3125 -0.0625 0.4375
-0.3125 -0.1875 0.4375
-0.3125 -0.1875 0.3125
-0.3125 -0.0625 0.3125
-0.1875 -0.0625 0.3125
-0.1875 -0.1875 0.3125
-0.1875 -0.1875 0.4375
-0.1875 -0.0625 0.4375
-0.0625 -0.0625 0.4375
-0.0625 -0.1875 0.4375
-0.0625 -0.1875 0.3125
-0.0625 -0.0625 0.3125
-0.0625 -0.0625 0.1875
-0.0625 -0.0625 0.0625
-0.1875 -0.0625 0.0625
-0.1875 -0.0625 0.1875
-0.1875 -0.1875 0.1875
-0.1875 -0.1875 0.0625
-0.0625 -0.1875 0.0625
-0.0625 -0.1875 0.1875
-0.0625 -0.3125 0.1875
-0.0625 -0.3125 0.0625
-0.1875 -0.3125 0.0625
-0.1875 -0.3125 0.1875
-0.1875 -0.4375 0.1875
-0.1875 -0.4375 0.0625
-0.0625 -0.4375 0.0625
-0.0625 -0.4375 0.1875
-0.0625 -0.4375 0.3125
-0.0625 -0.3125 0.3125
-0.0625 -0.3125 0.4375
-0.0625 -0.4375 0.4375
-0.1875 -0.4375 0.4375
-0.1875 -0.3125 0.4375
-0.1875 -0.3125 0.3125
-0.1875 -0.4375 0.3125
-0.3125 -0.4375 0.3125
-0.3125 -0.3125 0.3125
-0.3125 -0.3125 0.4375
-0.3125 -0.4375 0.4375
-0.4375 -0.4375 0.4375
-0.4375 -0.3125 0.4375
-0.4375 -0.3125 0.3125
-0.4375 -0.4375 0.3125
-0.4375 -0.4375 0.1875
-0.3125 -0.4375 0.1875
-0.3125 -0.3125 0.1875
-0.4375 -0.3125 0.1875
-0.4375 -0.3125 0.0625
-0.3125 -0.3125 0.0625
-0.3125 -0.4375 0.0625
-0.4375 -0.4375 0.0625
-0.4375 -0.4375 -0.0625
-0.4375 -0.4375 -0.1875
-0.3125 -0.4375 -0.1875
-0.3125 -0.4375 -0.0625
-0.3125 -0.3125 -0.0625
-0.3125 -0.3125 -0.1875
-0.4375 -0.3125 -0.1875
-0.4375 -0.3125 -0.0625
-0.4375 -0.1875 -0.0625
-0.3125 -0.1875 -0.0625
-0.3125 -0.0625 -0.0625
-0.4375 -0.0625 -0.0625
-0.4375 -0.0625 -0.1875
-0.3125 -0.0625 -0.1875
-0.3125 -0.1875 -0.1875
-0.4375 -0.1875 -0.1875
-0.4375 -0.1875 -0.3125
-0.3125 -0.1875 -0.3125
-0.3125 -0.0625 -0.3125
-0.4375 -0.0625 -0.3125
-0.4375 -0.0625 -0.4375
-0.3125 -0.0625 -0.4375
-0.3125 -0.1875 -0.4375
-0.4375 -0.1875 -0.4375
-0.4375 -0.3125 -0.4375
-0.4375 -0.4375 -0.4375
-0.4375 -0.4375 -0.3125
-0.4375 -0.3125 -0.3125
-0.3125 -0.3125 -0.3125
-0.3125 -0.4375 -0.3125
-0.3125 -0.4375 -0.4375
-0.3125 -0.3125 -0.4375
-0.1875 -0.3125 -0.4375
-0.1875 -0.4375 -0.4375
-0.1875 -0.4375 -0.3125
-0.1875 -0.3125 -0.3125
-0.0625 -0.3125 -0.3125
-0.0625 -0.4375 -0.3125
-0.0625 -0.4375 -0.4375
-0.0625 -0.3125 -0.4375
-0.0625 -0.1875 -0.4375
-0.1875 -0.1875 -0.4375
-0.1875 -0.0625 -0.4375
-0.0625 -0.0625 -0.4375
-0.0625 -0.0625 -0.3125
-0.1875 -0.0625 -0.3125
-0.1875 -0.1875 -0.3125
-0.0625 -0.1875 -0.3125
-0.0625 -0.1875 -0.1875
-0.1875 -0.1875 -0.1875
-0.1875 -0.0625 -0.1875
-0.0625 -0.0625 -0.1875
-0.0625 -0.0625 -0.0625
-0.1875 -0.0625 -0.0625
-0.1875 -0.1875 -0.0625
-0.0625 -0.1875 -0.0625
-0.0625 -0.3125 -0.0625
-0.0625 -0.3125 -0.1875
-0.1875 -0.3125 -0.1875
-0.1875 -0.3125 -0.0625
-0.1875 -0.4375 -0.0625
-0.1875 -0.4375 -0.1875
-0.0625 -0.4375 -0.1875
-0.0625 -0.4375 -0.0625
0.0625 -0.4375 -0.0625
0.0625 -0.4375 -0.1875
0.1875 -0.4375 -0.1875
0.1875 -0.4375 -0.0625
0.1875 -0.3125 -0.0625
0.1875 -0.3125 -0.1875
0.0625 -0.3125 -0.1875
0.0625 -0.3125 -0.0625
0.0625 -0.1875 -0.0625
0.1875 -0.1875 -0.0625
0.1875 -0.0625 -0.0625
0.0625 -0.0625 -0.0625
0.0625 -0.0625 -0.1875
0.1875 -0.0625 -0.1875
0.1875 -0.1875 -0.1875
0.0625 -0.1875 -0.1875
0.0625 -0.1875 -0.3125
0.1875 -0.1875 -0.3125
0.1875 -0.0625 -0.3125
0.0625 -0.0625 -0.3125
0.0625 -0.0625 -0.4375
0.1875 -0.0625 -0.4375
0.1875 -0.1875 -0.4375
0.0625 -0.1875 -0.4375
0.0625 -0.3125 -0.4375
0.0625 -0.4375 -0.4375
0.0625 -0.4375 -0.3125
0.0625 -0.3125 -0.3125
0.1875 -0.3125 -0.3125
0.1875 -0.4375 -0.3125
0.1875 -0.4375 -0.4375
0.1875 -0.3125 -0.4375
0.3125 -0.3125 -0.4375
0.3125 -0.4375 -0.4375
0.3125 -0.4375 -0.3125
0.3125 -0.3125 -0.3125
0.4375 -0.3125 -0.3125
0.4375 -0.4375 -0.3125
0.4375 -0.4375 -0.4375
0.4375 -0.3125 -0.4375
0.4375 -0.1875 -0.4375
0.3125 -0.1875 -0.4375
0.3125 -0.0625 -0.4375
0.4375 -0.0625 -0.4375
0.4375 -0.0625 -0.3125
0.3125 -0.0625 -0.3125
0.3125 -0.1875 -0.3125
0.4375 -0.1875 -0.3125
0.4375 -0.1875 -0.1875
0.3125 -0.1875 -0.1875
0.3125 -0.0625 -0.1875
0.4375 -0.0625 -0.1875
0.4375 -0.0625 -0.0625
0.3125 -0.0625 -0.0625
0.3125 -0.1875 -0.0625
0.4375 -0.1875 -0.0625
0.4375 -0.3125 -0.0625
0.4375 -0.3125 -0.1875
0.3125 -0.3125 -0.1875
0.3125 -0.3125 -0.0625
0.3125 -0.4375 -0.0625
0.3125 -0.4375 -0.1875
0.4375 -0.4375 -0.1875
0.4375 -0.4375 -0.0625
0.4375 -0.4375 0.0625
0.4375 -0.3125 0.0625
0.4375 -0.3125 0.1875
0.4375 -0.4375 0.1875
0.3125 -0.4375 0.1875
0.3125 -0.3125 0.1875
0.3125 -0.3125 0.0625
0.3125 -0.4375 0.0625
0.1875 -0.4375 0.0625
0.1875 -0.4375 0.1875
0.0625 -0.4375 0.1875
0.0625 -0.4375 0.0625
0.0625 -0.3125 0.0625
0.0625 -0.3125 0.1875
0.1875 -0.3125 0.1875
0.1875 -0.3125 0.0625
0.1875 -0.1875 0.0625
0.1875 -0.1875 0.1875
0.0625 -0.1875 0.1875
0.0625 -0.1875 0.0625
0.0625 -0.0625 0.0625
0.0625 -0.0625 0.1875
0.1875 -0.0625 0.1875
0.1875 -0.0625 0.0625
0.3125 -0.0625 0.0625
0.4375 -0.0625 0.0625
0.4375 -0.1875 0.0625
0.3125 -0.1875 0.0625
0.3125 -0.1875 0.1875
0.4375 -0.1875 0.1875
0.4375 -0.0625 0.1875
0.3125 -0.0625 0.1875
0.3125 -0.0625 0.3125
0.4375 -0.0625 0.3125
0.4375 -0.1875 0.3125
0.3125 -0.1875 0.3125
0.3125 -0.1875 0.4375
0.4375 -0.1875 0.4375
0.4375 -0.0625 0.4375
0.3125 -0.0625 0.4375
0.1875 -0.0625 0.4375
0.1875 -0.0625 0.3125
0.0625 -0.0625 0.3125
0.0625 -0.0625 0.4375
0.0625 -0.1875 0.4375
0.0625 -0.1875 0.3125
0.1875 -0.1875 0.3125
0.1875 -0.1875 0.4375
0.1875 -0.3125 0.4375
0.1875 -0.3125 0.3125
0.0625 -0.3125 0.3125
0.0625 -0.3125 0.4375
0.0625 -0.4375 0.4375
0.0625 -0.4375 0.3125
0.1875 -0.4375 0.3125
0.1875 -0.4375 0.4375
0.3125 -0.4375 0.4375
0.3125 -0.3125 0.4375
0.3125 -0.3125 0.3125
0.3125 -0.4375 0.3125
0.4375 -0.4375 0.3125
0.4375 -0.3125 0.3125
0.4375 -0.3125 0.4375
0.4375 -0.4375 0.4375
